Mod:Item:MetaData, Localized Name
props:props:2936, Filing Cabinet Beach Open
props:props:2937, Filing Cabinet White Open
props:props:2938, Filing Cabinet Black Open
props:props:2939, Patron Doll Justice Kippi
props:props:2940, Patron Doll Dusty21134
props:props:2941, Patron Doll Freyjadono
props:props:2942, Patron Doll KarMagick
props:props:2943, Patron Doll Hugstoall
props:props:2944, Patron Doll texaswriter
props:props:2945, Patron Doll Flossy
props:props:2946, Patron Doll the_creeper2007
props:props:2947, Patron Doll WriteEscape
props:props:2948, Beach Umbrella Rainbow
props:props:2949, Patron Doll thecodymaverick
props:props:2950, Patron Doll Sirbonycus
props:props:2951, Patron Doll H2ODeliriousYT
props:props:2952, Patron Doll CaRtOoNz_YT
props:props:2953, Patron Doll DeadSquirrel
props:props:2954, Patron Doll Ohmwrecker
props:props:2955, Patron Doll gorillaphent
props:props:2956, Wooden Table White
props:props:2957, Wooden Table Black
props:props:2958, Wooden Table 2 Medium
props:props:2959, Wooden Table 2 Dark
props:props:2960, Wooden Table 2 Beach
props:props:2961, Wooden Table 2 White
props:props:2962, Wooden Table 2 Black
props:props:2963, Bedside Shelf Beach
props:props:2965, Medium BookShelf Beach
props:props:2966, Wall BookShelf Beach
props:props:2967, Modern Bed Beach Wood
props:props:2968, Modern Bed Beach Dark Blue
props:props:2969, Modern Bed Beach Orange
props:props:2970, Modern Bed Beach Purple
props:props:2971, Modern Bed Beach Blue
props:props:2972, Modern Bed Beach Lime
props:props:2973, Modern Bed Beach Green
props:props:2974, Modern Bed Beach Fuchsia
props:props:2975, Modern Bed Beach Light Blue
props:props:2976, Modern Bed Beach Razzle
props:props:2977, Modern Bed Beach Red
props:props:2978, Modern Bed Beach Pink
props:props:2979, Modern Bed Beach Yellow
props:props:2980, Modern Bed Beach Coral
props:props:2981, Modern Bed Beach Cyan
props:props:2982, Modern Bed Beach Grey
props:props:2983, Modern Bed Beach Black
props:props:2984, Storage Bed Beach Wood
props:props:2985, Storage Bed Beach Dark Blue
props:props:2986, Storage Bed Beach Orange
props:props:2987, Storage Bed Beach Purple
props:props:2988, Storage Bed Beach Blue
props:props:2989, Storage Bed Beach Lime
props:props:2990, Storage Bed Beach Green
props:props:2991, Storage Bed Beach Fuchsia
props:props:2992, Storage Bed Beach Light Blue
props:props:2993, Storage Bed Beach Razzle
props:props:2994, Storage Bed Beach Red
props:props:2995, Storage Bed Beach Pink
props:props:2996, Storage Bed Beach Yellow
props:props:2997, Storage Bed Beach Coral
props:props:2998, Storage Bed Beach Cyan
props:props:2999, Storage Bed Beach Grey
props:props:3000, Storage Bed Beach Black
props:props:3001, Storage Desk Beach
props:props:3002, Industrial TV Stand Beach
props:props:3003, TV Stand Black
props:props:3004, TV Stand White
props:props:3005, TV Stand Medium
props:props:3006, TV Stand Dark
props:props:3007, TV Stand Beach
props:props:3008, Dresser Medium
props:props:3009, Dresser Dark
props:props:3010, Dresser Beach
props:props:3011, Dresser Black
props:props:3012, Dresser White
props:props:3013, Sideboard Medium
props:props:3014, Sideboard Dark
props:props:3015, Sideboard Beach
props:props:3016, Sideboard Black
props:props:3017, Sideboard White
props:props:3018, Wardrobe Medium
props:props:3019, Wardrobe Dark
props:props:3020, Wardrobe Beach
props:props:3021, Wardrobe Black
props:props:3022, Wardrobe White
props:props:3023, Door 1 Left Beach
props:props:3024, Door 1 Right Beach
props:props:3025, Door 2 Left Beach
props:props:3026, Door 2 Right Beach
props:props:3027, Door 4 Left Light
props:props:3028, Door 4 Left Medium
props:props:3029, Door 4 Left Dark
props:props:3030, Door 4 Left Beach
props:props:3031, Door 4 Right Light
props:props:3032, Door 4 Right Medium
props:props:3033, Door 4 Right Dark
props:props:3034, Door 4 Right Beach
props:props:3035, Tall Lamp 4
props:props:3036, Ingolf Chair Beach
props:props:3037, Borje Chair Beach
props:props:3038, Borje Chair Beach Dark Blue
props:props:3039, Borje Chair Beach Orange
props:props:3040, Borje Chair Beach Purple
props:props:3041, Borje Chair Beach Blue
props:props:3042, Borje Chair Beach Lime
props:props:3043, Borje Chair Beach Green
props:props:3044, Borje Chair Beach Fuchsia
props:props:3045, Borje Chair Beach Light Blue
props:props:3046, Borje Chair Beach Razzle
props:props:3047, Borje Chair Beach Red
props:props:3048, Borje Chair Beach Pink
props:props:3049, Borje Chair Beach Black
props:props:3050, Borje Chair Beach Yellow
props:props:3051, Borje Chair Beach Coral
props:props:3052, Borje Chair Beach Cyan
props:props:3053, Borje Chair Beach Gray
props:props:3054, Industrial Coffee Table Beach
props:props:3055, Industrial Table 1 Beach
props:props:3056, Industrial Table 2 Beach
props:props:3057, Shutter Left Beach Wood
props:props:3058, Shutter Right Beach Wood
props:props:3059, Horizontal Window Beach Wood
props:props:3060, Bowl Sink Black
props:props:3061, Bowl Sink White
props:props:3062, Bowl Sink Medium
props:props:3063, Bowl Sink Dark
props:props:3064, Bowl Sink Beach
props:props:3065, Banister 1 Wood Beach
props:props:3066, Banister 1 Wood Black
props:props:3067, Banister 1 Wood White
props:props:3068, Bay Window Beach Wood
props:props:3069, Bay Window Tall Beach Wood
props:props:3070, Single Block Window Beach Wood
props:props:3071, Tiny Window Beach Wood
props:props:3072, Glass Block Window Beach Wood
props:props:3073, Single Diamond Pane Window Beach Wood
props:props:3074, Diamond Pane Window Beach Wood
props:props:3075, Garden Style Window Beach Wood
props:props:3076, Single Table Beach Wood
props:props:3077, Double Table Beach Wood
props:props:3078, Large Table Beach Wood
props:props:3252, Billiard Table H20
props:props:3253, Statue H2ODeliriousYT
props:props:3254, Patron Doll Jakl
props:props:3255, Patron Doll WerewolfEnthusiast
props:props:3256, Patron Doll AnimationSpirit
props:props:3257, Wall Mounted Bat
props:props:3258, Wall Mounted Hockey Mask
props:props:3259, End Table Beach Wood
props:props:3260, Wrought Iron Table
props:props:3261, Wrought Iron Chair
props:props:3262, WallFountain
props:props:3263, Arabic Window
props:props:3264, Happy Birthday
props:props:3265, Potted Fern
props:props:3266, Potted Nopal
props:props:3267, Potted Palm
props:props:3268, Drying Rack
props:props:3269, Paper Towels
props:props:3270, Heart Curtain
props:clay:0, Red Crafting Clay
props:clay:1, Blue Crafting Clay
props:clay:2, Green Crafting Clay
props:tool, Decowand
draconicadditions:inert_potato_helm, Inert Potato Helmet
draconicadditions:inert_potato_chest, Inert Potato Chestplate
draconicadditions:inert_potato_legs, Inert Potato Leggings
draconicadditions:inert_potato_boots, Inert Potato Boots
draconicadditions:chaotic_energy_core, Chaotic Energy Core
draconicadditions:chaos_stabilizer_core, Chaos Stabilizer Core
draconicadditions:armor_generator, Armor Generator
draconicadditions:chaotic_armor_generator, Chaotic Armor Generator
draconicadditions:item_drainer, Item Drainer
draconicadditions:chaos_liquefier, Chaos Liquefier
draconicadditions:capacitor_supplier, Capacitor Supplier
draconicadditions:chaotic_staff_of_power, Chaotic Staff of Power
draconicadditions:chaos_container, Chaos Container
draconicadditions:portable_wired_charger:0, Portable Wired Basic Charger
draconicadditions:portable_wired_charger:1, Portable Wired Wyvern Charger
draconicadditions:portable_wired_charger:2, Portable Wired Draconic Charger
draconicadditions:portable_wired_charger:3, Portable Wired Chaotic Charger
draconicadditions:infused_potato_helm, Infused Potato Helmet
draconicadditions:infused_potato_chest, Infused Potato Chestplate
draconicadditions:infused_potato_legs, Infused Potato Leggings
draconicadditions:infused_potato_boots, Infused Potato Boots
draconicadditions:potato_helm, Energized Potato Helmet
draconicadditions:potato_chest, Energized Potato Chestplate
draconicadditions:potato_legs, Energized Potato Leggings
draconicadditions:potato_boots, Energized Potato Boots
draconicadditions:chaotic_helm, Chaotic Helmet
draconicadditions:chaotic_chest, Chaotic Chestplate
draconicadditions:chaotic_legs, Chaotic Leggings
draconicadditions:chaotic_boots, Chaotic Boots
draconicadditions:basic_shield_necklace, Basic Necklace of Shielding
draconicadditions:wyvern_shield_necklace, Wyvern Necklace of Shielding
draconicadditions:draconic_shield_necklace, Draconic Necklace of Shielding
draconicadditions:overload_belt, Draconic Belt of Overloading
draconicadditions:vampiric_shirt, Draconic Undershirt of Self-Siphoning
draconicadditions:inertia_cancel_ring, Ring of Inertia Cancellation
extracells:part.base:0, ME Fluid Export Bus
extracells:part.base:1, ME Fluid Import Bus
extracells:part.base:2, ME Fluid Storage Bus
extracells:part.base:3, ME Fluid Terminal
extracells:part.base:4, ME Fluid Level Emitter
extracells:part.base:5, ME Fluid Annihilation Plane
extracells:part.base:6, ME Fluid Formation Plane
extracells:part.base:7, ME Drive Fixture
extracells:part.base:8, ME Energy Cell Fixture
extracells:part.base:9, ME Fluid Interface
extracells:part.base:10, ME Fluid Storage Monitor
extracells:part.base:11, ME Fluid Conversion Monitor
extracells:part.base:12, ME Ore Dictionary Export Bus
extracells:part.base:13, ME Gas Import Bus
extracells:part.base:14, ME Gas Export Bus
extracells:part.base:15, ME Gas Terminal
extracells:part.base:16, ME Gas Storage Bus
extracells:part.base:17, ME Gas Level Emitter
extracells:part.base:18, ME Gas Storage Monitor
extracells:part.base:19, ME Gas Conversion Monitor
extracells:storage.fluid:0, ME 1k Fluid Storage Cell
extracells:storage.fluid:1, ME 4k Fluid Storage Cell
extracells:storage.fluid:2, ME 16k Fluid Storage Cell
extracells:storage.fluid:3, ME 64k Fluid Storage Cell
extracells:storage.fluid:4, ME 256k Fluid Storage Cell
extracells:storage.fluid:5, ME 1024k Fluid Storage Cell
extracells:storage.fluid:6, ME 4096k Fluid Storage Cell
extracells:storage.physical:0, ME 256k Storage Cell
extracells:storage.physical:1, ME 1024k Storage Cell
extracells:storage.physical:2, ME 4096k Storage Cell
extracells:storage.physical:3, ME 16384k Storage Cell
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.gas:0, ME 1k Gas Storage Cell
extracells:storage.gas:1, ME 4k Gas Storage Cell
extracells:storage.gas:2, ME 16k Gas Storage Cell
extracells:storage.gas:3, ME 64k Gas Storage Cell
extracells:storage.gas:4, ME 256k Gas Storage Cell
extracells:storage.gas:5, ME 1024k Gas Storage Cell
extracells:storage.gas:6, ME 4096k Gas Storage Cell
extracells:pattern.fluid:0, ME Fluid Pattern
extracells:pattern.fluid:0, ME Fluid Pattern: Water
extracells:pattern.fluid:0, ME Fluid Pattern: Lava
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Gold
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Pigiron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Cobalt
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Ardite
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Manyullyn
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Knightslime
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Aluminum Brass
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Brass
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Copper
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Tin
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Bronze
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Zinc
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lead
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Nickel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Silver
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Electrum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Aluminum
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Hydrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Oxygen
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Chlorine
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sulfur Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sulfur Trioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Hydrogen Chloride
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Ethylene
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sodium
extracells:pattern.fluid:0, ME Fluid Pattern: Brine
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Deuterium
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Tritium
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid D-T Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Lithium
extracells:pattern.fluid:0, ME Fluid Pattern: Heavy Water
extracells:pattern.fluid:0, ME Fluid Pattern: Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Canola Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Refined Canola Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Crystallized Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Empowered Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Creosote Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Liquifacted Coal
extracells:pattern.fluid:0, ME Fluid Pattern: Crude Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Naphtha
extracells:pattern.fluid:0, ME Fluid Pattern: Refined Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Sap
extracells:pattern.fluid:0, ME Fluid Pattern: Syrup
extracells:pattern.fluid:0, ME Fluid Pattern: Resin
extracells:pattern.fluid:0, ME Fluid Pattern: Tree Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Seed Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Biocrude
extracells:pattern.fluid:0, ME Fluid Pattern: Grassoline
extracells:pattern.fluid:0, ME Fluid Pattern: Mushroom Stew
extracells:pattern.fluid:0, ME Fluid Pattern: Essence of Knowledge
extracells:pattern.fluid:0, ME Fluid Pattern: Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Splash Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Lingering Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Destabilized Redstone
extracells:pattern.fluid:0, ME Fluid Pattern: Energized Glowstone
extracells:pattern.fluid:0, ME Fluid Pattern: Resonant Ender
extracells:pattern.fluid:0, ME Fluid Pattern: Blazing Pyrotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Gelid Cryotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Zephyrean Aerotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Tectonic Petrotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Primal Mana
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Platinum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Iridium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Invar
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Constantan
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Signalum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lumium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Enderium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Electrical Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Energetic Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Vibrant Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Redstone Alloy
